elevation,point_id,slope,longitude,latitude,clay,land_cover,annual_rainfall,NDVI,sand,silt,soc,K,LS,C,P,R,soil_loss
569,15,0.9274099469184875,78.80238342502753,17.830838916815637,28,10,1135.016410316457,0.7544330954551697,51,21,2,0.028758681854367137,0.5034748895187708,0.002145419950772665,1,491.0109569448739,0.015252825092607454
558,16,0.9274099469184875,78.80103595210136,17.822215090088093,31,30,1135.016410316457,0.17494599521160126,48,21,2,0.02886624257519492,0.5034748895187708,0.654369080867315,1,491.0109569448739,4.669625224444248
550,17,0.9274099469184875,78.78378829864624,17.84458314066267,33,40,1151.2951368041395,0.3420467972755432,43,24,2,0.030750211314657515,0.5034748895187708,0.35355017538723565,1,496.9201346599026,2.719966599994849
553,18,2.0943856239318848,78.78917819035098,17.84593061358885,30,40,1151.2951368041395,0.2615271210670471,44,26,2,0.031703611295929815,0.6975157202423634,0.49248477015102143,1,496.9201346599026,5.4118049252036
556,19,1.3449054956436157,78.79672403873758,17.826527003451865,32,10,1151.2951368041395,0.6761726140975952,46,22,2,0.02950457576222098,0.584201354866926,0.015357829061048291,1,496.9201346599026,0.13154318647561247
552,20,0.9274099469184875,78.79079515786242,17.838654259787482,33,40,1151.2951368041395,0.24059639871120453,44,23,2,0.0301580557278245,0.5034748895187708,0.5306536864872836,1,496.9201346599026,4.003860471418307
570,21,0.9274099469184875,78.80885129507317,17.83137790598611,29,40,1135.016410316457,0.6920204758644104,50,21,2,0.02878838504314994,0.5034748895187708,0.011176541445544712,1,491.0109569448739,0.07954149226861933
559,22,0.9274099469184875,78.80319190878322,17.839193248957955,29,40,1135.016410316457,0.729613184928894,49,22,2,0.029361327463965223,0.5034748895187708,0.004531010124662499,1,491.0109569448739,0.03288817071875643
549,23,2.9455387592315674,78.78297981489055,17.841079711054604,33,40,1151.2951368041395,0.2467626929283142,44,23,2,0.0301580557278245,0.7996003494621792,0.5193352182688049,1,496.9201346599026,6.2231559413886455
573,24,1.9478439092636108,78.80238342502753,17.83191689515658,28,10,1135.016410316457,0.8021993041038513,51,21,2,0.028758681854367137,0.6775518674927988,0.00030016210325681844,1,491.0109569448739,0.002871828931842694
555,25,1.8543341159820557,78.79780201707854,17.838923754372715,31,40,1151.2951368041395,0.46785667538642883,47,22,2,0.029450829852146646,0.6643390891346169,0.17232277531394136,1,496.9201346599026,1.675392697091637
551,26,1.344986915588379,78.7924121253738,17.847008591929793,33,40,1151.2951368041395,0.6786885261535645,45,22,2,0.029564222483894002,0.5842155067179524,0.014632798075754475,1,496.9201346599026,0.1255895533553663
558,27,0.0,78.79456808205572,17.84377465690696,33,40,1151.2951368041395,0.21949154138565063,45,22,2,0.029564222483894002,0.16531147321376102,0.5698214622263196,1,496.9201346599026,1.3838685996409505
561,28,1.3449429273605347,78.79807151166375,17.83595931393512,31,40,1151.2951368041395,0.23745818436145782,47,22,2,0.029450829852146646,0.5842078610525178,0.5364365532117926,1,496.9201346599026,4.586378477454116
572,29,1.344933032989502,78.80238342502753,17.833264368082766,28,10,1135.016410316457,0.8189343214035034,51,21,2,0.028758681854367137,0.5842061412751549,0.0001178950599811165,1,491.0109569448739,0.0009725722765805983
569,30,3.999556541442871,78.80130544668657,17.833264368082766,29,20,1135.016410316457,0.5172238945960999,49,22,2,0.029361327463965223,0.9039432471263539,0.11733677021257202,1,491.0109569448739,1.5291220986992398
571,31,1.9478105306625366,78.80669533839131,17.828952454718987,28,10,1135.016410316457,0.5408861041069031,51,21,2,0.028758681854367137,0.677547219628733,0.09477804147039826,1,491.0109569448739,0.9067915353190716
563,32,1.8543341159820557,78.80804281131748,17.839732238128427,30,30,1135.016410316457,0.2568329870700836,47,23,2,0.0299798071680585,0.6643390891346169,0.5009819979625618,1,491.0109569448739,4.899276448126115
559,33,2.1571366786956787,78.7999579737604,17.840810216469364,32,40,1151.2951368041395,0.6582887172698975,47,21,2,0.028914216017125644,0.7058088749902226,0.021218236717016257,1,496.9201346599026,0.21517629269916627
555,34,1.3449254035949707,78.79268161995907,17.83137790598611,31,40,1151.2951368041395,0.267203688621521,46,23,2,0.03003330628227257,0.5842048151765906,0.4822602465790437,1,496.9201346599026,4.204712785066143
570,35,1.8543341159820557,78.80885129507317,17.831108411400876,29,40,1135.016410316457,0.6824610829353333,50,21,2,0.02878838504314994,0.6643390891346169,0.013589734642508289,1,491.0109569448739,0.12761721701615122
553,36,2.9204604625701904,78.79295111454428,17.83811527061701,33,40,1151.2951368041395,0.368613600730896,44,23,2,0.0301580557278245,0.7968654785159069,0.3111026441193492,1,496.9201346599026,3.715169637812123
548,37,2.156991481781006,78.78648324449864,17.825988014281393,34,40,1151.2951368041395,0.1839243620634079,44,22,2,0.029629709159312897,0.7057898534341733,0.6371480561747789,1,496.9201346599026,6.621094033648127
564,38,0.9274099469184875,78.80103595210136,17.843505162321726,30,40,1135.016410316457,0.26739707589149475,48,22,2,0.029403054202064658,0.5034748895187708,0.4819129256255382,1,491.0109569448739,3.502918380645048
556,39,1.9479137659072876,78.79591555498189,17.838384765202242,31,30,1151.2951368041395,0.2160271257162094,47,22,2,0.029450829852146646,0.6775615946541235,0.5763105154047083,1,496.9201346599026,5.714647624574562
560,40,2.9455065727233887,78.8101987679994,17.823293068429038,33,40,1135.016410316457,0.1724667102098465,45,22,2,0.029564222483894002,0.7995968483262184,0.6591387622013059,1,491.0109569448739,7.650777485404732
563,41,2.094360113143921,78.79941898458992,17.83595931393512,31,40,1151.2951368041395,0.3955455422401428,47,22,2,0.029450829852146646,0.6975123187481779,0.27015248615559867,1,496.9201346599026,2.7576870619922755
571,42,1.3449143171310425,78.8064258438061,17.828682960133754,28,30,1135.016410316457,0.4438910186290741,51,21,2,0.028758681854367137,0.5842028881815816,0.2026211358390223,1,491.0109569448739,1.671508560819533
559,43,1.948020100593567,78.79941898458992,17.848086570270738,32,30,1151.2951368041395,0.41048362851142883,47,21,2,0.028914216017125644,0.6775764007858451,0.24842570207029208,1,496.9201346599026,2.4185374296483744
570,44,1.3449715375900269,78.80615634922083,17.842966173151254,25,40,1135.016410316457,0.5017688870429993,53,22,2,0.029256845100499883,0.5842128338600765,0.1334269239082333,1,491.0109569448739,1.1197813829836256
555,45,2.0943946838378906,78.79753252249327,17.849434043196915,33,40,1151.2951368041395,0.6259761452674866,46,21,2,0.02896811539631949,0.6975169282436837,0.03518088018038635,1,496.9201346599026,0.35323870906034993
547,46,2.920214891433716,78.78917819035098,17.8230235738438,33,40,1151.2951368041395,0.41893497109413147,44,23,2,0.0301580557278245,0.7968386291296014,0.236464887804574,1,496.9201346599026,2.8237547574236634
562,47,1.3449022769927979,78.80211393044232,17.82544902511092,29,30,1135.016410316457,0.2578906714916229,47,24,2,0.030501999286773482,0.5842007954127811,0.4990641185913854,1,491.0109569448739,4.366545404461522
567,48,1.3449231386184692,78.80049696293088,17.830838916815637,30,30,1135.016410316457,0.4302840232849121,48,22,2,0.029403054202064658,0.5842044214902118,0.2207948751962836,1,491.0109569448739,1.8622477426147672
553,49,4.183145523071289,78.7924121253738,17.837306786861298,32,40,1151.2951368041395,0.3416714072227478,45,23,2,0.03009274375958627,0.9203736561454916,0.35416351713529787,1,496.9201346599026,4.874346322849136
556,50,1.9480109214782715,78.7961850495671,17.847278086515026,32,40,1151.2951368041395,0.5978119373321533,46,22,2,0.02950457576222098,0.6775751226971266,0.051159963497562876,1,496.9201346599026,0.5082339201363455
549,51,2.094329833984375,78.79052566327715,17.82383205759951,33,40,1151.2951368041395,0.3994447886943817,44,23,2,0.0301580557278245,0.6975082814285376,0.2644107066473965,1,496.9201346599026,2.763874625628368
572,52,2.094374179840088,78.8104682625846,17.841349205639837,26,40,1135.016410316457,0.3350100517272949,51,23,2,0.029826789585390038,0.6975141943414933,0.3651072045358119,1,491.0109569448739,3.729676350282357
558,53,1.344933032989502,78.79456808205572,17.833264368082766,32,40,1151.2951368041395,0.2419770509004593,45,23,2,0.03009274375958627,0.5842061412751549,0.5281142974118951,1,496.9201346599026,4.613626410547622
574,54,3.999750852584839,78.8112767463403,17.84242718398078,26,40,1135.016410316457,0.24326635897159576,51,23,2,0.029826789585390038,0.9039608706404166,0.5257455789516425,1,491.0109569448739,6.960219808282842
559,55,2.945533275604248,78.79861050083423,17.83811527061701,31,40,1151.2951368041395,0.3837125599384308,47,22,2,0.029450829852146646,0.7995997529739597,0.28787211515157435,1,496.9201346599026,3.3686538045282854
557,56,1.3449374437332153,78.79483757664093,17.834342346423703,34,40,1151.2951368041395,0.2669457495212555,45,21,2,0.02902787435560302,0.5842069079238312,0.48272360579197504,1,496.9201346599026,4.067869890411753
556,57,1.3449407815933228,78.79537656581141,17.835150830179415,34,30,1151.2951368041395,0.43302181363105774,45,21,2,0.02902787435560302,0.584207488089396,0.21708363832344574,1,496.9201346599026,1.8293467781576935
567,58,0.9742247462272644,78.80831230590275,17.83595931393512,29,40,1135.016410316457,0.38678815960884094,48,23,2,0.029932318980145325,0.5134927884581395,0.28322443847331485,1,491.0109569448739,2.137453233808894
558,59,0.0,78.79726302790806,17.848086570270738,32,40,1151.2951368041395,0.6643087267875671,46,22,2,0.02950457576222098,0.16531147321376102,0.019104044606560212,1,496.9201346599026,0.046302483791677645
549,60,0.9742065072059631,78.78756122283954,17.832455884327054,35,40,1151.2951368041395,0.6644800305366516,43,22,2,0.029700982967947452,0.513488942337857,0.019046021176407076,1,496.9201346599026,0.14434201895631915
550,61,1.3449803590774536,78.78163234196438,17.845391624418376,32,30,1151.2951368041395,0.25177064538002014,44,24,2,0.03067932722450412,0.5842143671296242,0.5101873881739281,1,496.9201346599026,4.543958722193797
544,62,0.9274099469184875,78.78756122283954,17.823293068429038,33,40,1151.2951368041395,0.29126405715942383,44,23,2,0.0301580557278245,0.5034748895187708,0.43958443781818546,1,496.9201346599026,3.316729534249732
556,63,1.9479410648345947,78.79079515786242,17.840810216469364,32,40,1151.2951368041395,0.18116219341754913,45,23,2,0.03009274375958627,0.6775653958259933,0.6424372399756432,1,496.9201346599026,6.509240334335673
562,64,0.9742414355278015,78.80534786546514,17.838923754372715,29,40,1135.016410316457,0.6768420934677124,50,21,2,0.02878838504314994,0.5134963077460646,0.015162578074612331,1,491.0109569448739,0.11005730187095977
561,65,0.9742611646652222,78.79780201707854,17.84242718398078,32,40,1151.2951368041395,0.5235433578491211,46,22,2,0.02950457576222098,0.5135004680005285,0.11106343797037446,1,496.9201346599026,0.8361571838247471
548,66,2.945510149002075,78.78648324449864,17.825179530525688,34,40,1151.2951368041395,0.5145631432533264,44,22,2,0.029629709159312897,0.7995972373424507,0.12003159137131736,1,496.9201346599026,1.4131258199775107
557,67,3.704791784286499,78.79834100624902,17.841618700225077,32,30,1151.2951368041395,0.30113813281059265,47,21,2,0.028914216017125644,0.8766006888617621,0.42240282335800916,1,496.9201346599026,5.320183788898486
564,68,1.8543341159820557,78.80831230590275,17.826527003451865,31,40,1135.016410316457,0.6565008163452148,48,21,2,0.02886624257519492,0.6643390891346169,0.021874577962511403,1,491.0109569448739,0.20597330128996263
568,69,3.3929853439331055,78.80965977882892,17.835150830179415,27,40,1135.016410316457,0.386287659406662,50,23,2,0.02985571290986813,0.8462330272132089,0.2839787787531683,1,491.0109569448739,3.5228527269781975
567,70,0.9274099469184875,78.81073775716982,17.832455884327054,29,40,1135.016410316457,0.41117289662361145,49,22,2,0.029361327463965223,0.5034748895187708,0.247441081349601,1,491.0109569448739,1.7960420088148756
551,71,2.157106637954712,78.78513577157241,17.83784577603177,35,40,1151.2951368041395,0.43212148547172546,44,21,2,0.029093435025731893,0.7058049395586582,0.21830108823791766,1,496.9201346599026,2.2275229603027777
573,72,3.39296293258667,78.8026529196128,17.83164740057135,28,10,1135.016410316457,0.7985917329788208,51,21,2,0.028758681854367137,0.8462307861577909,0.000359757995880435,1,491.0109569448739,0.004298920722315632
546,73,3.392915964126587,78.78540526615768,17.824101552184743,32,30,1151.2951368041395,0.47782760858535767,45,23,2,0.03009274375958627,0.8462260894492775,0.16038907290924218,1,496.9201346599026,2.0295958634495923
571,74,1.344933032989502,78.80211393044232,17.833264368082766,29,10,1135.016410316457,0.7788385152816772,49,22,2,0.029361327463965223,0.5842061412751549,0.0008733572073650825,1,491.0109569448739,0.007355715049327954
569,75,3.3929507732391357,78.80723432756179,17.8297609384747,29,10,1135.016410316457,0.7236255407333374,50,21,2,0.02878838504314994,0.8462295702623399,0.005318527985063932,1,491.0109569448739,0.06361918951727412
568,76,1.8543341159820557,78.81100725175509,17.830569422230404,28,40,1135.016410316457,0.517632007598877,50,22,2,0.029325738173780258,0.6643390891346169,0.11692622647436723,1,491.0109569448739,1.11851516596871
563,77,1.3449000120162964,78.807503822147,17.824910035940448,31,40,1135.016410316457,0.2891509234905243,48,21,2,0.02886624257519492,0.5842004017223463,0.44328749374469295,1,491.0109569448739,3.6705299375803953
550,78,0.9274099469184875,78.78917819035098,17.834881335594176,34,40,1151.2951368041395,0.5402387380599976,45,21,2,0.02902787435560302,0.5034748895187708,0.09536117423041694,1,496.9201346599026,0.6925501604805112
558,79,3.0638210773468018,78.79537656581141,17.84646960275932,33,40,1151.2951368041395,0.44524773955345154,44,23,2,0.0301580557278245,0.8123159716958787,0.20084679212785253,1,496.9201346599026,2.4450054172372004
549,80,0.974277913570404,78.78244082572007,17.845661119003616,32,40,1151.2951368041395,0.2808759808540344,45,23,2,0.03009274375958627,0.5135039997781217,0.45787390459481625,1,496.9201346599026,3.5159128762213427
554,81,2.0943856239318848,78.78594425532816,17.84593061358885,34,40,1151.2951368041395,0.6110729575157166,43,23,2,0.03022918644166058,0.6975157202423634,0.04318108915902459,1,496.9201346599026,0.4524396374765203
554,82,2.157007932662964,78.78621374991337,17.827874476378042,33,40,1151.2951368041395,0.5515784025192261,45,22,2,0.029564222483894002,0.7057920086242881,0.0854273922282011,1,496.9201346599026,0.885782186269574
542,83,2.0943262577056885,78.78271032030534,17.822484584673326,32,40,1151.2951368041395,0.5572835803031921,42,26,2,0.03184961282574046,0.697507804577457,0.08065580151815344,1,496.9201346599026,0.8903800781104356
568,84,0.9274099469184875,78.80480887629466,17.844852635247904,26,40,1135.016410316457,0.3254156708717346,51,23,2,0.029826789585390038,0.5034748895187708,0.38106370784653965,1,491.0109569448739,2.809785055219603
556,85,1.3448879718780518,78.79968847917519,17.821945595502854,31,40,1151.2951368041395,0.18967686593532562,48,21,2,0.02886624257519492,0.5841983089402095,0.6261588534375516,1,496.9201346599026,5.247128163577257
546,86,0.9274099469184875,78.78890869576577,17.822754079258566,33,40,1151.2951368041395,0.3995211720466614,44,23,2,0.0301580557278245,0.5034748895187708,0.2642987202888938,1,496.9201346599026,1.9941728961050083
557,87,1.3448989391326904,78.79591555498189,17.824640541355215,32,40,1151.2951368041395,0.681519627571106,45,23,2,0.03009274375958627,0.584200215237265,0.013845128444882223,1,496.9201346599026,0.12095033711337952
555,88,2.945535659790039,78.78756122283954,17.839462743543187,31,40,1151.2951368041395,0.274988055229187,45,24,2,0.030614290023118454,0.799600012316745,0.46833321403028316,1,496.9201346599026,5.69689922922115
548,89,0.9274099469184875,78.79106465244763,17.8230235738438,33,40,1151.2951368041395,0.2833081781864166,44,23,2,0.0301580557278245,0.5034748895187708,0.4535726953593864,1,496.9201346599026,3.4222730042366787
555,90,2.157158613204956,78.78944768493619,17.842966173151254,32,40,1151.2951368041395,0.2805567681789398,45,23,2,0.03009274375958627,0.7058117484592442,0.45843926276672137,1,496.9201346599026,4.8385927443830195
566,91,0.974271833896637,78.80022746834567,17.84431364607743,30,40,1151.2951368041395,0.4749707281589508,48,22,2,0.029403054202064658,0.5135027177847696,0.1637668649049477,1,496.9201346599026,1.228705551143815
553,92,3.830068349838257,78.78944768493619,17.84593061358885,30,40,1151.2951368041395,0.3078157305717468,44,26,2,0.031703611295929815,0.8883734676678516,0.41090057464530894,1,496.9201346599026,5.750791959760053
558,93,0.9741927981376648,78.79564606039662,17.83003043305993,30,40,1151.2951368041395,0.21461187303066254,47,23,1,0.03127786493244086,0.5134860514347158,0.578965938799085,1,496.9201346599026,4.6206743220497275
547,94,1.3449000120162964,78.78917819035098,17.824910035940448,33,40,1151.2951368041395,0.6496824026107788,46,21,2,0.02896811539631949,0.5842004017223463,0.024499436743914138,1,496.9201346599026,0.20602730761572463
564,95,1.3449517488479614,78.81073775716982,17.83811527061701,28,40,1135.016410316457,0.554127037525177,50,22,1,0.03059547623177808,0.5842093943416063,0.08327702360982,1,491.0109569448739,0.7308733597381145
559,96,2.094374895095825,78.79941898458992,17.841618700225077,32,40,1151.2951368041395,0.645781934261322,47,21,2,0.028914216017125644,0.6975142897104438,0.02608905495677702,1,496.9201346599026,0.26146253792717744
558,97,2.094383478164673,78.79510707122614,17.845122129833143,33,40,1151.2951368041395,0.4648187756538391,44,23,2,0.0301580557278245,0.6975154341363301,0.1760386195225428,1,496.9201346599026,1.8401435750759323
547,98,0.9274099469184875,78.78324930947576,17.83164740057135,32,40,1151.2951368041395,0.47365590929985046,45,23,2,0.03009274375958627,0.5034748895187708,0.1653326661805262,1,496.9201346599026,1.2447578274310682
552,99,1.3449275493621826,78.78998667410667,17.83191689515658,35,40,1151.2951368041395,0.4583277106285095,44,21,2,0.029093435025731893,0.5842051881422674,0.18410125659496637,1,496.9201346599026,1.5549046324376659
567,100,2.9455342292785645,78.80992927341413,17.838654259787482,28,40,1135.016410316457,0.33433279395103455,50,22,1,0.03059547623177808,0.7995998567110888,0.3662261187247963,1,491.0109569448739,4.3991667386908935
563,101,0.9741594195365906,78.80480887629466,17.82383205759951,31,40,1135.016410316457,0.2783688008785248,46,23,2,0.03003330628227257,0.5134790126120362,0.462319625663866,1,491.0109569448739,3.5007359611797595
550,102,1.9479016065597534,78.78297981489055,17.837306786861298,31,40,1151.2951368041395,0.18735578656196594,46,23,2,0.03003330628227257,0.6775599015454788,0.630588586105959,1,496.9201346599026,6.376517283218833
549,103,2.1570382118225098,78.78513577157241,17.830838916815637,33,30,1151.2951368041395,0.40364211797714233,45,22,2,0.029564222483894002,0.7057959753978011,0.25828519528143373,1,496.9201346599026,2.678130571829556
565,104,0.9741882681846619,78.80885129507317,17.829221949304227,29,40,1135.016410316457,0.5991213917732239,50,21,2,0.02878838504314994,0.5134850961744036,0.05033566195964101,1,491.0109569448739,0.3653525252044338
562,105,3.063868999481201,78.80561736005035,17.849434043196915,29,40,1135.016410316457,0.5132135152816772,48,23,2,0.029932318980145325,0.8123210636434607,0.12141054976708639,1,491.0109569448739,1.4494915524801608
562,106,1.3448967933654785,78.80292241419801,17.824101552184743,32,30,1135.016410316457,0.6148563027381897,46,22,1,0.030782057082840122,0.5841998422668349,0.041053999782464615,1,491.0109569448739,0.36249809934010924
551,107,1.8543341159820557,78.78432728781672,17.83622880852036,31,30,1151.2951368041395,0.48813650012016296,46,23,2,0.03003330628227257,0.6643390891346169,0.14848197761194545,1,496.9201346599026,1.4721541556969744
542,108,0.0,78.78405779323151,17.822754079258566,35,40,1151.2951368041395,0.47856512665748596,42,23,2,0.0303060877726832,0.16531147321376102,0.15952253488618193,1,496.9201346599026,0.3971380594134682
567,109,1.9478894472122192,78.80831230590275,17.83622880852036,29,40,1135.016410316457,0.3177177906036377,48,23,2,0.029932318980145325,0.6775582084305124,0.3940260160367396,1,491.0109569448739,3.923765613485243
547,110,0.9742201566696167,78.78378829864624,17.834881335594176,35,40,1151.2951368041395,0.30762436985969543,43,22,2,0.029700982967947452,0.5134918206476234,0.4112288433225835,1,496.9201346599026,3.116552988754866
553,111,3.8911170959472656,78.78917819035098,17.828413465548515,32,40,1151.2951368041395,0.25221800804138184,45,23,2,0.03009274375958627,0.8940277968183334,0.5093721913001213,1,496.9201346599026,6.809804352226433
551,112,2.094388961791992,78.79214263078859,17.847278086515026,34,30,1151.2951368041395,0.6171428561210632,45,21,2,0.02902787435560302,0.6975161652958449,0.03980030978922791,1,496.9201346599026,0.40044470769105794
571,113,1.3449418544769287,78.81073775716982,17.835420324764648,27,40,1135.016410316457,0.24235808849334717,50,23,2,0.02985571290986813,0.5842076745710014,0.5274139858589072,1,491.0109569448739,4.516869357226022
555,114,1.3449153900146484,78.79349010371476,17.828952454718987,32,40,1151.2951368041395,0.17483338713645935,46,22,2,0.02950457576222098,0.5842030746653856,0.6545855869552795,1,496.9201346599026,5.606686144922219
551,115,3.0637691020965576,78.78459678240199,17.842966173151254,34,40,1151.2951368041395,0.257673442363739,44,22,2,0.029629709159312897,0.8123104490324551,0.49945786152828825,1,496.9201346599026,5.973582635660445
569,116,0.9274099469184875,78.80453938170945,17.843505162321726,27,30,1135.016410316457,0.1774340122938156,51,22,2,0.02929638550757629,0.5034748895187708,0.6495887074770887,1,491.0109569448739,4.704587031908086
561,117,0.9274099469184875,78.79807151166375,17.834342346423703,31,30,1151.2951368041395,0.23851752281188965,47,22,2,0.029450829852146646,0.5034748895187708,0.5344828101572695,1,496.9201346599026,3.9381811427644493
557,118,2.920196771621704,78.79834100624902,17.821945595502854,31,40,1151.2951368041395,0.2922634780406952,48,21,2,0.02886624257519492,0.7968366479565405,0.4378362035624272,1,496.9201346599026,5.004466891398911
554,119,1.9479289054870605,78.78917819035098,17.839732238128427,33,40,1151.2951368041395,0.1862509697675705,44,23,2,0.0301580557278245,0.6775637027315414,0.6326991631813705,1,496.9201346599026,6.424470309197956
547,120,1.9479624032974243,78.78244082572007,17.84269667856602,33,40,1151.2951368041395,0.3066284954547882,43,24,2,0.030750211314657515,0.6775683670254856,0.41293851057235176,1,496.9201346599026,4.275365103646525
555,121,0.9274099469184875,78.79402909288524,17.839732238128427,31,40,1151.2951368041395,0.6037710905075073,47,22,2,0.029450829852146646,0.5034748895187708,0.04747332659148083,1,496.9201346599026,0.3497934003001071
560,122,0.0,78.80130544668657,17.840540721884132,33,40,1135.016410316457,0.6227920055389404,46,21,2,0.02896811539631949,0.16531147321376102,0.03680525809077937,1,491.0109569448739,0.08654147423087034
560,123,2.0943763256073,78.79780201707854,17.84215768939555,32,40,1151.2951368041395,0.5371561646461487,46,22,2,0.02950457576222098,0.6975144804482862,0.09816437694663033,1,496.9201346599026,1.0038830260845188
548,124,0.0,78.78810021201002,17.847008591929793,33,40,1151.2951368041395,0.3776126503944397,43,24,2,0.030750211314657515,0.16531147321376102,0.2971753462821652,1,496.9201346599026,0.7506724415613553
549,125,2.094329833984375,78.79052566327715,17.82383205759951,33,40,1151.2951368041395,0.523507833480835,44,23,2,0.0301580557278245,0.6975082814285376,0.11109820089283948,1,496.9201346599026,1.1613050859175766
564,126,1.3449572324752808,78.80885129507317,17.839462743543187,30,40,1135.016410316457,0.6427406072616577,47,23,2,0.0299798071680585,0.5842103474642192,0.027373679815982745,1,491.0109569448739,0.2354086661809213
547,127,0.9741730690002441,78.78378829864624,17.826257508866632,34,40,1151.2951368041395,0.5380663275718689,44,22,2,0.029629709159312897,0.5134818910052137,0.09733215059985033,1,496.9201346599026,0.7358604032530027
560,128,2.0943784713745117,78.7999579737604,17.842966173151254,31,40,1151.2951368041395,0.5024899244308472,46,23,2,0.03003330628227257,0.6975147665549039,0.13265293304618,1,496.9201346599026,1.3808929184706547
553,129,0.9274099469184875,78.79214263078859,17.83407285183847,34,30,1151.2951368041395,0.24720609188079834,45,21,2,0.02902787435560302,0.5034748895187708,0.5185236501895384,1,496.9201346599026,3.7657216372359175
561,130,2.0943262577056885,78.80588685463562,17.822484584673326,30,40,1135.016410316457,0.2333180010318756,47,23,2,0.0299798071680585,0.697507804577457,0.5440884340123787,1,491.0109569448739,5.586484318472754
568,131,0.9274099469184875,78.80723432756179,17.83407285183847,27,40,1135.016410316457,0.24474579095840454,51,22,2,0.02929638550757629,0.5034748895187708,0.5230307609513029,1,491.0109569448739,3.7880026344936195
575,132,2.945544719696045,78.80992927341413,17.84431364607743,25,40,1135.016410316457,0.29849544167518616,52,23,2,0.029804267931483427,0.7996009978181892,0.4269813370555787,1,491.0109569448739,4.996338600412485
557,133,2.9455370903015137,78.78810021201002,17.840271227298892,31,40,1151.2951368041395,0.2284168154001236,45,24,2,0.030614290023118454,0.7996001679223563,0.553179311537261,1,496.9201346599026,6.728985500890159
563,134,2.1571614742279053,78.80184443585705,17.843235667736487,30,40,1135.016410316457,0.2458028644323349,48,22,2,0.029403054202064658,0.7058121232582638,0.5210930960954363,1,491.0109569448739,5.309921014951926
551,135,0.9274099469184875,78.78567476074289,17.8440441514922,34,40,1151.2951368041395,0.33683377504348755,44,22,2,0.029629709159312897,0.5034748895187708,0.3620999020797405,1,496.9201346599026,2.68423296378142
564,136,1.3449572324752808,78.80885129507317,17.839462743543187,30,40,1135.016410316457,0.6293320059776306,47,23,2,0.0299798071680585,0.5842103474642192,0.03351828623259291,1,491.0109569448739,0.2882511634434326
